open	high	low	fluctuation range	close	day range	adj_close
836.400024	838.799988	822	16.799988	826	10.400024	772.619995
822	834	817.150024	16.849976	830.650024	8.650024	776.969543
834.400024	839.400024	825	14.400024	833.400024	1	779.541748
837.900024	842.75	828.549988	14.200012	831.349976	6.550048	777.624207
835	857.900024	835	22.900024	855.200012	20.200012	799.932983
855.200012	867.5	855	12.5	862.299988	7.099976	806.574097
865	867	852.049988	14.950012	861.349976	3.650024	805.685608
860.049988	878	853.5	24.5	874.849976	14.799988	818.313171
880	904.900024	879.049988	25.850036	902.900024	22.900024	844.550354
811	905	811	94	894.349976	83.349976	836.552917
896.450012	904.950012	886	18.950012	892.5	3.950012	834.822449
890	915	885	30	912.950012	22.950012	853.95105
919.900024	951.25	916.099976	35.150024	940.799988	20.899964	880.001099
948	948	911.099976	36.900024	917.349976	30.650024	858.066528
921.099976	931.700012	902.5	29.200012	922.5	1.400024	862.883667
927	966.799988	927	39.799988	956.099976	29.099976	894.312378
956.099976	963	946.700012	16.299988	949.049988	7.049988	887.717834
948	955.849976	941.5	14.349976	949.75	1.75	888.372742
954.450012	955.700012	938.099976	17.600036	942.299988	12.150024	881.404114
942.5	954.450012	908.099976	46.350036	916.150024	26.349976	856.944153
924.400024	932	910	22	928.150024	3.75	868.16864
925.349976	949.200012	925.349976	23.850036	945.25	19.900024	884.163574
945	945	928	17	936.900024	8.099976	876.353149
935	942.900024	920	22.900024	926.099976	8.900024	866.250977
934	947.799988	920.549988	27.25	946.349976	12.349976	885.192383
954.400024	966.5	949	17.5	963.75	9.349976	901.468018
964	964	936	28	943.25	20.75	882.292786
945	987.799988	944	43.799988	981.299988	36.299988	917.883789
981.299988	990.700012	965.650024	25.049988	968.799988	12.5	906.19165
974.799988	985	944	41	947	27.799988	885.800415
955	967.450012	945.549988	21.900024	947.5	7.5	886.26825
952.950012	958.900024	940.099976	18.800048	943	9.950012	882.05896
940	950	911.25	38.75	940.299988	0.299988	879.533447
945.900024	960	945	15	952.849976	6.949952	891.272339
960	962	930	32	934.900024	25.099976	874.482361
940	960.5	933.099976	27.400024	957.900024	17.900024	895.996094
965	968	954.099976	13.900024	958.200012	6.799988	896.276611
960.25	965.799988	953.5	12.299988	960.950012	0.700012	898.848999
960.099976	967.900024	945	22.900024	960.349976	0.25	898.287659
963	967.200012	940.299988	26.900024	949.450012	13.549988	888.092041
954	954	933	21	942.450012	11.549988	881.544434
951	954	933	21	937.400024	13.599976	876.820862
945	960	936.599976	23.400024	946.75	1.75	885.566589
946.75	955.700012	943.099976	12.600036	950.099976	3.349976	888.700134
955.700012	968.799988	955.099976	13.700012	966.599976	10.899964	904.133911
963	977	952.950012	24.049988	960.599976	2.400024	898.521545
961	973.5	952.700012	20.799988	968	7	905.443298
968	978.599976	956.200012	22.399964	961.549988	6.450012	899.410095
964.700012	988.900024	964.700012	24.200012	982.400024	17.700012	918.91272
985	988	963.099976	24.900024	974.75	10.25	911.757019
975	977	944.5	32.5	954.799988	20.200012	893.096313
955	963.700012	940	23.700012	943.900024	11.099976	882.900818
945	948	931.049988	16.950012	937.150024	7.849976	876.586975
942.299988	948.799988	897.650024	51.149964	911.700012	30.599976	852.781738
913	918.200012	900	18.200012	907.349976	5.650024	848.712891
910	920.799988	908	12.799988	917.450012	7.450012	858.160095
920	920.900024	903	17.900024	907.599976	12.400024	848.946594
904	917.900024	898.650024	19.25	905.299988	1.299988	846.795227
908	913.799988	889.799988	24	893.400024	14.599976	835.664307
898	898.950012	882.099976	16.850036	889.150024	8.849976	831.688965
887	887	865.099976	21.900024	870.400024	16.599976	814.150574
882.099976	897	872	25	885.049988	2.950012	827.853882
890	899	885.5	13.5	896.75	6.75	838.797791
900	910	895.549988	14.450012	905.900024	5.900024	847.356506
906	916.900024	900	16.900024	911.950012	5.950012	853.015442
912.200012	919.950012	906	13.950012	910.049988	2.150024	851.238342
905	922	876	46	912.599976	7.599976	853.623596
917.299988	932.75	917.299988	15.450012	921.75	4.450012	862.182251
925	937	920	17	926.150024	1.150024	866.297913
930.400024	956.5	928.5	28	951.950012	21.549988	890.430664
954	973.75	954	19.75	961.650024	7.650024	899.503662
965	971	947	24	949.849976	15.150024	888.466309
954	961	935.049988	25.950012	941.25	12.75	880.421936
943.799988	954	941	13	945.75	1.950012	884.631165
953	953	930.099976	22.900024	932.549988	20.450012	872.284241
935.950012	939.900024	890	49.900024	906.299988	29.650024	847.730591
912	924.799988	860	64.799988	885.299988	26.700012	828.087769
885.299988	904	860	44	884.75	0.549988	827.573425
900	910.799988	890	20.799988	903.799988	3.799988	845.392273
917	917	901.5	15.5	905.900024	11.099976	847.356506
913	924.5	880.099976	44.400024	922.400024	9.400024	862.790283
920	934	900	34	909.799988	10.200012	851.004395
915	936.900024	895	41.900024	922.650024	7.650024	863.024048
913	965	906	59	926.049988	13.049988	866.204285
936	939.900024	918.099976	21.800048	925.549988	10.450012	865.736633
925.549988	936	924.900024	11.099976	930.599976	5.049988	870.460266
932	939.75	923.200012	16.549988	928.150024	3.849976	868.16864
929	933.900024	920	13.900024	923.400024	5.599976	863.725586
926	934.799988	925	9.799988	929.200012	3.200012	869.150757
929.200012	972	929.200012	42.799988	968.599976	39.399964	906.004456
976.5	984.900024	970	14.900024	974.549988	1.950012	911.570007
974.549988	977.5	961	16.5	967.349976	7.200012	904.835327
969.650024	970	930	40	934.950012	34.700012	874.529236
934.900024	939.549988	895	44.549988	897.950012	36.950012	839.920349
905	906	880	26	886.450012	18.549988	829.163391
890	898.799988	872.200012	26.599976	880.5	9.5	823.597961
888	909.849976	882	27.849976	905.799988	17.799988	847.262939
914.700012	925	914	11	922.349976	7.649964	862.743408
922	930	903.5	26.5	906.700012	15.299988	848.104736
913	913	902.700012	10.299988	910.650024	2.349976	851.799744
930	930	906	24	908.75	21.25	850.022278
908	925	902	23	918.650024	10.650024	859.282471
922	924	905	19	912.299988	9.700012	853.342834
915	944	893.650024	50.349976	938.799988	23.799988	878.13031
940	941.849976	910.099976	31.75	918.950012	21.049988	859.56311
921.099976	936.400024	914.150024	22.25	934.150024	13.050048	873.780884
939	956	927.299988	28.700012	948.049988	9.049988	886.782593
948.049988	949.799988	927.25	22.549988	936.849976	11.200012	876.306274
936.849976	941.5	920	21.5	924.900024	11.949952	865.12854
939.900024	954	920	34	940.25	0.349976	879.486572
943.799988	950	940	10	944.599976	0.799988	883.555481
945	965	935.150024	29.849976	963.25	18.25	901.000305
965.099976	972.849976	936	36.849976	952.5	12.599976	890.944885
953.200012	959.900024	943.5	16.400024	951.599976	1.600036	890.103027
951.950012	966	942.099976	23.900024	962.549988	10.599976	900.345459
963	963	938.099976	24.900024	941.700012	21.299988	880.842957
938.200012	948.599976	907.549988	41.049988	912	26.200012	853.062378
912	924	880.5	43.5	890.900024	21.099976	833.325928
945	945	841.099976	103.900024	857.049988	87.950012	801.66333
872	896	866	30	892.25	20.25	834.588562
892.25	923	880.099976	42.900024	914.049988	21.799988	854.979858
919	919	889	30	892.75	26.25	835.056335
895	910.25	885.5	24.75	898.150024	3.150024	840.107422
915	915	865.099976	49.900024	880	35	823.130371
888	897	850	47	863.5	24.5	807.696533
870	900	846.25	53.75	878.299988	8.299988	821.540161
877	894	866	28	887.049988	10.049988	829.724609
850	875	825.5	49.5	841.700012	8.299988	787.305359
848	870.400024	825	45.400024	840.900024	7.099976	786.557068
844	853	827.5	25.5	833.099976	10.900024	779.26123
825	825	762	63	772.900024	52.099976	722.951538
790	817	785	32	791.75	1.75	740.583496
797	802	755.049988	46.950012	774.849976	22.150024	724.775574
787	798	757.150024	40.849976	792.349976	5.349976	741.144531
792	815	781	34	787.200012	4.799988	736.327515
789.799988	806.900024	788	18.900024	797.099976	7.299988	745.587646
800	808.25	791.349976	16.900024	801.549988	1.549988	749.750061
791	809.900024	768	41.900024	791.75	0.75	740.583496
804.099976	815	791	24	796.150024	7.949952	744.699158
798	804.099976	770.099976	34	780.099976	17.900024	729.686279
786	794.900024	762.200012	32.700012	788.849976	2.849976	737.870789
792	801.25	782	19.25	789.650024	2.349976	738.619202
796	797	785	12	791.650024	4.349976	740.489929
790.5	838.5	790.5	48	831.299988	40.799988	777.577393
833	849	818	31	840.650024	7.650024	786.323303
837.150024	843.900024	815.150024	28.75	821.700012	15.450012	768.5979
821.700012	829.700012	775.25	54.450012	796.650024	25.049988	745.166748
828.5	828.5	794.099976	34.400024	812.450012	16.049988	759.945618
812	830	790	40	820.200012	8.200012	767.194824
795	795	741.349976	53.650024	749.25	45.75	700.830017
745	765.799988	745	20.799988	756.450012	11.450012	707.564697
765	768	743.549988	24.450012	745.950012	19.049988	697.743286
746	763.900024	741	22.900024	755.900024	9.900024	707.050293
755.900024	795.900024	754	41.900024	789.450012	33.549988	738.432068
790	801	785	16	786.150024	3.849976	735.345459
790	790	777.349976	12.650024	781.950012	8.049988	731.416687
770	778	750.549988	27.450012	758.950012	11.049988	709.903015
760	777	755	22	771.950012	11.950012	722.063049
777.099976	786	775.099976	10.900024	778	0.900024	727.721924
781.150024	784.5	760.150024	24.349976	762.099976	19.050048	712.849426
765	774.349976	761.25	13.099976	764.25	0.75	714.860535
764	780	746	34	771.900024	7.900024	722.016174
778.099976	791.799988	772	19.799988	778.599976	0.5	728.283142
798.700012	798.700012	764	34.700012	766.900024	31.799988	717.339294
770	810	762	48	796	26	744.558777
800	815	783	32	791	9	739.881897
840	840	785.549988	54.450012	797.5	42.5	745.961853
794.200012	810	789.25	20.75	795.900024	1.700012	744.46521
798.5	808.75	783	25.75	806.099976	7.599976	754.006042
806.099976	824.599976	806.099976	18.5	814.349976	8.25	761.722961
821	822	803	19	807.450012	13.549988	755.268799
820	824	801.099976	22.900024	804.950012	15.049988	752.930298
811	814.900024	782.5	32.400024	800.75	10.25	749.001831
801	814.450012	791.099976	23.350036	802.299988	1.299988	750.451599
848.700012	848.700012	790.099976	58.600036	794.900024	53.799988	743.529846
795	806.5	751.25	55.25	795.5	0.5	744.090942
820	820	800.099976	19.900024	803.700012	16.299988	751.761169
801.099976	808.900024	791	17.900024	806.549988	5.450012	754.426941
807	810	792.200012	17.799988	802.549988	4.450012	750.685425
803	820	803	17	816.799988	13.799988	764.014526
815	825	799	26	810.099976	4.900024	757.747437
810.099976	825	800.25	24.75	821	10.900024	767.943115
823	844	796	48	830.599976	7.599976	776.922729
840	840	811.25	28.75	815.200012	24.799988	762.517944
805.549988	818	805.549988	12.450012	810.400024	4.850036	758.028137
805	819.5	795	24.5	810.299988	5.299988	757.934753
819.400024	831.700012	812	19.700012	825.950012	6.549988	772.573303
826.5	833	815.099976	17.900024	819.950012	6.549988	766.96106
825	826	802	24	804.599976	20.400024	752.602905
808	820	805	15	817.099976	9.099976	764.295044
820	829.950012	808.150024	21.799988	811.25	8.75	758.823303
876	876	804	72	806.549988	69.450012	754.426941
839.799988	839.799988	796	43.799988	799.799988	40	748.113037
823.75	823.75	772.650024	51.099976	776.599976	47.150024	726.412537
774	784	740.299988	43.700012	760.950012	13.049988	711.773926
751.549988	758	731	27	737.549988	14	689.886108
740.099976	748.799988	728.099976	20.700012	733.349976	6.75	685.95752
735	739.900024	717	22.900024	719.650024	15.349976	673.142822
721	734	715.049988	18.950012	721.200012	0.200012	674.592773
729	733	724.700012	8.299988	729.150024	0.150024	682.02887
734.900024	747	729.25	17.75	740.099976	5.199952	692.271362
741	749.900024	738.150024	11.75	742.849976	1.849976	694.843506
742.049988	753.900024	735.5	18.400024	751.450012	9.400024	702.887878
751.450012	772.400024	751.450012	20.950012	767.900024	16.450012	718.27478
771	772	756	16	759.049988	11.950012	709.996643
753.099976	763.75	750	13.75	761.349976	8.25	712.14801
769	769	751	18	753.299988	15.700012	704.618225
749	759.900024	747.150024	12.75	757.299988	8.299988	708.35968
760	760	746.099976	13.900024	751.299988	8.700012	702.747437
748	758.900024	738.950012	19.950012	748.700012	0.700012	700.315369
758	758	740.099976	17.900024	744.150024	13.849976	696.059631
745	786.599976	745	41.599976	770.599976	25.599976	720.800232
777	785	772	13	783.5	6.5	732.866516
790	799	776.25	22.75	791.400024	1.400024	740.256042
792.049988	810.099976	792	18.099976	805.049988	13	753.023865
760.299988	808.900024	760.299988	48.600036	797	36.700012	745.494141
802	805	790	15	795.700012	6.299988	744.278198
795.700012	819	786.150024	32.849976	813.75	18.049988	761.161743
810	814.799988	795.200012	19.599976	806.299988	3.700012	754.193054
806.299988	830.75	804	26.75	828.349976	22.049988	774.818176
830	839	824	15	831.299988	1.299988	777.577393
833	843.5	820.299988	23.200012	827.650024	5.349976	774.163452
829.849976	841.099976	818	23.099976	824.849976	5	771.544312
824.900024	826	808.200012	17.799988	820.650024	4.25	767.615845
824	830.400024	812.349976	18.050048	827.049988	3.049988	773.602173
834.400024	845	821	24	826.900024	7.5	773.461853
821	839.299988	815.099976	24.200012	830.049988	9.049988	776.408203
831	837.799988	815.25	22.549988	819.549988	11.450012	766.586792
819.549988	826.799988	808	18.799988	809.900024	9.649964	757.560486
812	857.349976	810	47.349976	839.400024	27.400024	785.154053
835	845	808	37	830.25	4.75	776.595337
860	860	806.5	53.5	845.849976	14.150024	791.187195
848	854.950012	820	34.950012	844.549988	3.450012	789.971191
806.099976	833.950012	806.099976	27.850036	821.200012	15.100036	768.130249
825.200012	851	821	30	832.299988	7.099976	778.512817
836	856	828.799988	27.200012	850.650024	14.650024	795.676941
845	847	819.5	27.5	824.900024	20.099976	771.591125
847	847	821	26	824.849976	22.150024	771.544312
832	841	825.099976	15.900024	836.599976	4.599976	782.534912
844	869	817	52	826.849976	17.150024	773.4151
810	816	795.5	20.5	809.549988	0.450012	757.233215
815	836.900024	813.049988	23.850036	832.700012	17.700012	778.887085
843	843	817.150024	25.849976	823.549988	19.450012	770.328308
835	835	780	55	793.450012	41.549988	742.173584
793.799988	793.799988	715	78.799988	778.650024	15.149964	728.330078
800	815.900024	780.200012	35.700012	783.75	16.25	733.100342
790	791	761	30	767.5	22.5	717.900452
765	789	749	40	765.799988	0.799988	720.535095
795	804.049988	760.150024	43.899964	775.950012	19.049988	730.085144
789	802.900024	766.099976	36.800048	790.049988	1.049988	743.351563
804	848	802.25	45.75	833.450012	29.450012	784.186462
834	838	815.299988	22.700012	832.5	1.5	783.292603
820	838	810.299988	27.700012	833.549988	13.549988	784.280396
845	849.75	831	18.75	836.75	8.25	787.291321
825	872.900024	825	47.900024	867.700012	42.700012	816.411926
876.700012	901	875.299988	25.700012	881.650024	4.950012	829.537415
889.950012	898.799988	870	28.799988	893.299988	3.349976	840.49884
893.5	900	868.099976	31.900024	873.75	19.75	822.10437
839.700012	883	839.700012	43.299988	880.650024	40.950012	828.596497
884.900024	887.900024	870	17.900024	873.299988	11.600036	821.680969
837	880.900024	837	43.900024	874.599976	37.599976	822.904053
879	881.799988	856	25.799988	861.150024	17.849976	810.249084
869.799988	869.799988	854.599976	15.200012	859.549988	10.25	808.743774
803.549988	894	803.549988	90.450012	891.700012	88.150024	838.993347
895	904.799988	863.5	41.299988	866.75	28.25	815.518127
865	880.900024	863.200012	17.700012	874.950012	9.950012	823.233398
876	884	868	16	875.400024	0.599976	823.656738
889	934	889	45	923.849976	34.849976	869.242981
930	930	907.200012	22.799988	910.150024	19.849976	856.352905
910.200012	935.299988	910.200012	25.099976	931.400024	21.200012	876.346802
931.400024	1001.200012	931.400024	69.799988	980.75	49.349976	922.779724
980	1001	950.299988	50.700012	991.150024	11.150024	932.565125
992	1000	955	45	961.950012	30.049988	905.090942
970.200012	984.799988	956.599976	28.200012	980.150024	9.950012	922.21521
980.25	1028	971.25	56.75	998.75	18.5	939.71582
1008.799988	1010	978.75	31.25	990.150024	18.649964	931.624146
993	1034.699951	960.25	74.449951	1019.25	26.25	959.004089
1020	1048	1011	37	1042.25	22.25	980.644592
1045	1053.699951	1020	33.699951	1034.849976	10.150024	973.682007
1051	1051	1001.049988	49.950012	1025.25	25.75	964.649414
1023.799988	1114.699951	1010	104.699951	1105.050049	81.250061	1039.732788
1105	1135	1076	59	1101.050049	3.949951	1035.968994
1107	1134.050049	1084.25	49.800049	1119.349976	12.349976	1053.187256
1119.900024	1119.900024	1084	35.900024	1096.75	23.150024	1031.923096
1095	1177.400024	1095	82.400024	1160.699951	65.699951	1092.093262
1161	1190	1123.099976	66.900024	1184.699951	23.699951	1114.674683
1075.550049	1224	1075.550049	148.449951	1174	98.449951	1104.607178
1175	1210	1125	85	1139.349976	35.650024	1072.005127
1160	1180	1048	132	1076.599976	83.400024	1012.964172
1059.900024	1094.900024	1025	69.900024	1060.150024	0.25	997.486511
1061	1116.849976	1061	55.849976	1102.900024	41.900024	1037.709839
1112	1139	1088	51	1118.449951	6.449951	1052.340454
1110	1184.900024	1090	94.900024	1164.199951	54.199951	1095.386475
1140.099976	1199	1130	69	1182.199951	42.099975	1112.322388
1194.400024	1248	1175.550049	72.449951	1189.849976	4.550048	1119.520386
1189.849976	1203	1080	123	1087.400024	102.449952	1023.125916
1090	1128.900024	1045	83.900024	1073.849976	16.150024	1010.376648
1100	1100	997.049988	102.950012	1006.549988	93.450012	947.054688
1000	1033	969	64	1021.200012	21.200012	960.838867
1026.150024	1036.5	970.299988	66.200012	994.650024	31.5	935.858215
1010	1023.799988	962.799988	61	972	38	914.546936
995	1011.900024	960	51.900024	999.349976	4.349976	940.280334
990	1010	961.25	48.75	994.5	4.5	935.71698
1010	1010.400024	957.049988	53.350036	995.5	14.5	936.65802
997.950012	1020	981	39	1003.049988	5.099976	943.761658
1010	1046	1010	36	1038.25	28.25	976.881104
1037.5	1065.5	1025	40.5	1037.150024	0.349976	975.846069
1020	1059.900024	1007	52.900024	1046.949951	26.949951	985.066772
1051	1065.400024	1051	14.400024	1053.800049	2.800049	991.512146
1040	1046.699951	995.700012	50.999939	1007	33	947.478149
1016	1016	946	70	954.25	61.75	897.846069
954	980	940.25	39.75	965.25	11.25	908.195862
970	985	939	46	947.450012	22.549988	891.448059
950.099976	973.799988	948.25	25.549988	951.700012	1.600036	895.446899
952	953	931	22	937.450012	14.549988	882.039246
954	972.25	946	26.25	967.5	13.5	910.312927
980	1007.5	980	27.5	990.099976	10.099976	931.577026
1000	1022.799988	996.5	26.299988	1014.150024	14.150024	954.205505
1030	1049	1021.5	27.5	1032.849976	2.849976	971.800232
1020	1035	973.450012	61.549988	1027.949951	7.949951	967.18988
1012	1044	1012	32	1034.400024	22.400024	973.258789
1040	1064.800049	1035	29.800049	1040.800049	0.800049	979.280518
1050	1056	1004.299988	51.700012	1041.449951	8.550049	979.891785
1059.900024	1059.900024	1034.75	25.150024	1045.650024	14.25	983.843506
1050	1085	1040	45	1077.599976	27.599976	1013.905273
1080	1098	1058.050049	39.949951	1073.300049	6.699951	1009.859497
1078	1089.800049	1030	59.800049	1037	41	975.705017
1045	1048.949951	1021.099976	27.849975	1042.349976	2.650024	980.738708
1042	1044	1006.75	37.25	1012.799988	29.200012	952.935364
1000	1042.699951	1000	42.699951	1020.200012	20.200012	959.897949
1037.800049	1042	980	62	998	39.800049	939.010193
1005	1028	981.099976	46.900024	993.599976	11.400024	934.870178
995	1012.5	982.299988	30.200012	990.25	4.75	931.718262
992	1007	988.700012	18.299988	993.099976	1.099976	934.39978
999	1014.799988	992.25	22.549988	995.200012	3.799988	936.37561
992	1010	978.5	31.5	986.599976	5.400024	928.283997
1000	1009.900024	985.099976	24.800048	994.5	5.5	935.71698
1000	1000	986	14	991.549988	8.450012	932.941406
1005	1009.950012	978.599976	31.350036	997.049988	7.950012	938.116272
999	999	969.950012	29.049988	973.200012	25.799988	915.676025
975	982.5	959	23.5	964.150024	10.849976	907.16095
952	970	952	18	963.75	11.75	906.784668
965	970	936	34	939.799988	25.200012	884.250244
944.900024	1055	912.5	142.5	924.75	20.150024	870.089783
931	941.75	905.049988	36.700012	909.200012	21.799988	855.458923
927	927	888	39	899.700012	27.299988	846.520508
899.700012	909	840	69	863.450012	36.25	812.413147
873.950012	881.349976	852	29.349976	871.349976	2.600036	819.846191
868	868	827	41	847.700012	20.299988	797.594177
855	894.900024	842.150024	52.75	864.799988	9.799988	813.683289
860	865.549988	835.099976	30.450012	842	18	792.231018
824	834.5	755.049988	79.450012	803.200012	20.799988	755.724487
780	840	700	140	807.049988	27.049988	759.346863
835	859	785	74	826.150024	8.849976	777.317871
850	850	761	89	788.75	61.25	742.128418
823	845	794	51	833.700012	10.700012	784.421692
775.049988	874	775.049988	98.950012	864.700012	89.650024	813.589294
870	881	816.299988	64.700012	863	7	811.989746
870	870	833	37	845	25	795.053589
843	864.799988	825	39.799988	850.200012	7.200012	799.94635
833.150024	918	826	92	905.75	72.599976	852.21283
920	923.900024	891.200012	32.700012	897.349976	22.650024	844.309326
912	920	869	51	872.599976	39.400024	821.022339
855.099976	860	827	33	832.25	22.849976	783.057251
845	845	790	55	800	45	752.713501
802	814	780.099976	33.900024	805.75	3.75	758.123718
805.75	850	775	75	813.349976	7.599976	765.274414
815.400024	827	796.25	30.75	807.700012	7.700012	759.958496
812	824.950012	802.150024	22.799988	817.25	5.25	768.94397
821.099976	845	820	25	829.200012	8.100036	780.187683
825	829	805	24	812.450012	12.549988	764.427612
830	830	801	29	806.200012	23.799988	758.547058
813	819	805.150024	13.849976	809.400024	3.599976	761.557983
808	808	763	45	769.700012	38.299988	724.204468
777	790	754.450012	35.549988	763.150024	13.849976	718.041687
765	774.799988	750.099976	24.700012	766.349976	1.349976	721.05249
775	805.5	768.25	37.25	800.549988	25.549988	753.230896
811.299988	816	791	25	813.299988	2	765.227356
815	840	815	25	832.900024	17.900024	783.668823
830	843	816.700012	26.299988	837.150024	7.150024	787.667725
830	875	825	50	868.200012	38.200012	816.882446
859.700012	909	847.5	61.5	872.650024	12.950012	821.069458
875	915	875	40	904.549988	29.549988	851.083801
907	944.5	902	42.5	940.200012	33.200012	884.626709
940	940	873.549988	66.450012	927.849976	12.150024	873.006531
919	938	883	55	895.049988	23.950012	842.145325
885	892	852	40	866.650024	18.349976	815.424072
876	884.900024	851.099976	33.800048	857.400024	18.599976	806.720825
850	874.900024	806	68.900024	840.349976	9.650024	790.678528
840	849.799988	805	44.799988	832.700012	7.299988	783.480713
810	829.900024	800	29.900024	806.549988	3.450012	758.876404
810	824.849976	805.150024	19.699952	813.349976	3.349976	765.274414
830	836.25	801.599976	34.650024	822.450012	7.549988	773.836609
829.900024	863.549988	790	73.549988	810.200012	19.700012	762.310608
825	863.950012	816	47.950012	843.849976	18.849976	793.971741
850	856	835.049988	20.950012	845.599976	4.400024	795.618286
840.25	848.5	831	17.5	838.299988	1.950012	788.749695
834.75	855	822	33	837.799988	3.049988	788.279236
840	840	811	29	827	13	778.117676
840	855	807.549988	47.450012	815.75	24.25	767.532593
829	849	805.5	43.5	810.650024	18.349976	762.73407
818.849976	819.700012	775	44.700012	786.900024	31.949952	740.387878
790.200012	792	761.150024	30.849976	764.599976	25.600036	719.406006
768	769.900024	738.049988	31.850036	759.650024	8.349976	714.748657
765	765	740.099976	24.900024	744.650024	20.349976	700.635254
745	745	725.099976	19.900024	733.650024	11.349976	690.285339
736	748.849976	730	18.849976	737.900024	1.900024	694.28418
745	747.900024	730.5	17.400024	739.150024	5.849976	695.460388
740.349976	759.900024	727.599976	32.300048	756.299988	15.950012	711.596497
765	765	751.299988	13.700012	756.099976	8.900024	711.408325
761	766.5	753	13.5	760.5	0.5	715.548279
760	783.5	725	58.5	768.299988	8.299988	722.887268
765	769	753.599976	15.400024	757.849976	7.150024	713.054993
757.849976	769.900024	754.25	15.650024	765.049988	7.200012	719.829346
775.799988	777	726.549988	50.450012	747.049988	28.75	702.893311
732	754	732	22	737.950012	5.950012	694.331238
737.950012	749	720.200012	28.799988	722.349976	15.600036	679.653259
720	736.700012	720	16.700012	731.150024	11.150024	687.933289
734.900024	749	730	19	742.099976	7.199952	698.23584
742	791.900024	742	49.900024	787.900024	45.900024	741.328796
793	809.900024	780.299988	29.600036	784.400024	8.599976	738.035706
788	788	757.549988	30.450012	766.700012	21.299988	721.381958
770	777.799988	759.049988	18.75	775.650024	5.650024	729.802795
768.900024	774	761.5	12.5	770.549988	1.649964	725.004211
766	770.799988	758	12.799988	764.900024	1.099976	719.688232
764.900024	774.900024	763	11.900024	770.349976	5.449952	724.815979
778	786	769	17	770.650024	7.349976	725.09845
775	799.5	767.049988	32.450012	797.049988	22.049988	749.937988
802.150024	826.900024	800	26.900024	821.799988	19.649964	773.225037
831.950012	831.950012	816	15.950012	821.099976	10.850036	772.566345
819.900024	835	810	25	814.650024	5.25	766.497559
805	816	790	26	813.25	8.25	765.18042
805	813	790.049988	22.950012	805.700012	0.700012	758.07666
805	812.799988	784.200012	28.599976	789.599976	15.400024	742.928223
780	780.200012	755.5	24.700012	761.75	18.25	716.724426
780.799988	780.799988	755.299988	25.5	764.75	16.049988	719.54718
768	790	751.25	38.75	777.349976	9.349976	731.402283
794.900024	794.900024	757.150024	37.75	763	31.900024	717.900452
782.5	782.5	757	25.5	763.049988	19.450012	717.947632
765.5	802	756	46	787.299988	21.799988	740.764221
770	789.799988	761.549988	28.25	782.200012	12.200012	735.965759
782.5	789	731	58	746.549988	35.950012	702.422791
743	769.25	733.150024	36.099976	761.299988	18.299988	716.301086
765	773	742.150024	30.849976	750	15	705.669006
751	751	725	26	738.549988	12.450012	694.895691
739.5	748.200012	718	30.200012	741.5	2	697.671326
748	763	729.099976	33.900024	733.75	14.25	690.379456
720	747	702	45	736.799988	16.799988	693.249023
742	742	718.099976	23.900024	722.150024	19.849976	679.465088
733	736.799988	712.549988	24.25	717.049988	15.950012	674.666565
715	764.799988	715	49.799988	755.150024	40.150024	710.514526
755	760	737.099976	22.900024	748.349976	6.650024	704.116455
741	762	734.299988	27.700012	747.049988	6.049988	702.893311
747.049988	750	711	39	728.349976	18.700012	685.298584
727	727	681.349976	45.650024	687.950012	39.049988	647.286743
685	699	662.25	36.75	676.700012	8.299988	636.70166
663	699.900024	638	61.900024	691.950012	28.950012	651.050171
691.950012	718	666.099976	51.900024	675.900024	16.049988	635.948914
675.900024	675.900024	636	39.900024	642.75	33.150024	604.758301
654.799988	654.799988	610	44.799988	616.549988	38.25	580.106873
616.549988	620	558.099976	61.900024	571.5	45.049988	537.719788
571.5	590	560	30	579.200012	7.700012	544.9646
577.349976	579.200012	545	34.200012	548.450012	28.899964	516.032104
548	573.75	535	38.75	548.799988	0.799988	516.36145
555	593.5	549	44.5	573.150024	18.150024	539.272278
563.900024	576	540.5	35.5	569.200012	5.299988	535.555725
575.049988	606.900024	575	31.900024	585.450012	10.400024	550.845215
592	596	560	36	565.549988	26.450012	532.121338
571.900024	578.799988	556.099976	22.700012	564.75	7.150024	531.368774
574.700012	584.700012	560.099976	24.600036	568.5	6.200012	534.897095
520.5	561	520.5	40.5	549.299988	28.799988	516.83197
549	554.849976	540	14.849976	548.25	0.75	515.844055
560	602.700012	556	46.700012	599.299988	39.299988	563.876526
605	623	588.349976	34.650024	619.25	14.25	582.6474
625.150024	660	615	45	647.150024	22	608.898254
625.25	625.25	585	40.25	587.799988	37.450012	553.056213
601	614.75	592.349976	22.400024	608	7	572.062378
610	634.799988	610	24.799988	619.150024	9.150024	582.553284
610	623	600.299988	22.700012	614.400024	4.400024	578.084045
615	624	608.099976	15.900024	610.650024	4.349976	574.555725
602	604	559.200012	44.799988	566.400024	35.599976	532.921143
557	595	557	38	587.849976	30.849976	553.103271
592	598.799988	570	28.799988	575.650024	16.349976	541.624451
564.900024	569.900024	553	16.900024	562.150024	2.75	528.922485
562.150024	576	556.299988	19.700012	572.700012	10.549988	538.848816
576	623	572.099976	50.900024	614	38	577.707703
644	674.900024	627	47.900024	651.700012	7.700012	613.17926
649	680	647	33	671.700012	22.700012	631.997192
626.650024	684.049988	626.650024	57.399964	679.150024	52.5	639.006775
